GeneID,20XA,20XB,20XD,20VB,20VC,20VD,44XC,44XD,44XE,44VA,44VC,44VE
"gene_id ""PDENDC454_13430""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13430""; ",552,463,525,99,313,189,1050,1082,1402,961,1180,896
"gene_id ""PDENDC454_13435""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13435""; ",105,107,101,51,73,30,187,255,256,172,210,152
"gene_id ""PDENDC454_13440""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13440""; ",312,247,246,215,402,245,146,148,282,150,100,144
"gene_id ""PDENDC454_13445""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13445""; ",655,623,509,400,991,472,375,325,467,351,267,225
"gene_id ""PDENDC454_13450""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13450""; ",130,114,77,76,134,61,50,32,48,75,20,39
"gene_id ""PDENDC454_13455""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13455""; ",142,160,118,95,142,136,128,98,163,97,61,88
"gene_id ""PDENDC454_13460""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13460""; ",534,509,461,568,1017,680,236,177,332,216,134,250
"gene_id ""PDENDC454_13465""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13465""; ",626,454,380,404,747,407,365,352,697,448,271,222
"gene_id ""PDENDC454_13470""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13470""; ",528,431,452,480,1002,572,314,289,779,399,346,189
"gene_id ""PDENDC454_13475""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13475""; ",1193,812,873,694,1370,895,626,501,1721,961,372,299
"gene_id ""PDENDC454_13480""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13480""; ",384,200,302,159,286,292,159,196,504,247,107,76
"gene_id ""PDENDC454_13485""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13485""; ",187,186,163,104,197,193,99,93,135,137,93,122
"gene_id ""PDENDC454_13490""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13490""; ",198,210,213,207,298,310,121,92,186,115,96,136
"gene_id ""PDENDC454_13495""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13495""; ",35,23,8,18,36,22,27,30,10,28,16,13
"gene_id ""PDENDC454_13500""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13500""; ",304,289,186,148,362,186,217,220,373,268,133,141
"gene_id ""PDENDC454_13505""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13505""; ",0,2,0,1,7,16,41,25,32,18,4,21
"gene_id ""PDENDC454_13510""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13510""; ",167,121,70,147,355,212,73,44,120,146,20,44
"gene_id ""PDENDC454_13515""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13515""; ",152,93,70,118,297,192,41,91,73,71,20,31
"gene_id ""PDENDC454_13520""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13520""; ",2225,3449,1969,3131,6579,3727,1045,1133,973,855,544,1294
"gene_id ""PDENDC454_13525""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13525""; ",79,157,87,136,272,234,34,43,44,35,24,29
"gene_id ""PDENDC454_13530""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13530""; ",206,330,178,225,599,323,101,122,105,98,49,115
"gene_id ""PDENDC454_13535""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13535""; ",227,245,290,231,461,217,175,173,142,157,147,147
"gene_id ""PDENDC454_13540""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13540""; ",253,355,324,362,527,276,139,214,214,147,144,275
"gene_id ""PDENDC454_13035""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13035""; ",2327,2377,2170,2032,3831,2417,1346,1363,2879,1586,1336,677
"gene_id ""PDENDC454_13040""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13040""; ",1748,1718,1762,1210,2552,1523,1439,1180,1574,1495,838,1030
"gene_id ""PDENDC454_13045""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13045""; ",876,835,873,501,1009,731,479,423,666,473,394,426
"gene_id ""PDENDC454_13050""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13050""; ",7611,6853,5544,5730,12048,8283,5213,3395,10759,6483,2679,1873
"gene_id ""PDENDC454_13055""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13055""; ",2361,2060,2433,1219,2482,2012,1325,1256,2142,1344,1453,1083
"gene_id ""PDENDC454_13060""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13060""; ",1145,1140,1321,734,1523,1129,641,649,1358,703,736,520
"gene_id ""PDENDC454_13065""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13065""; ",482,398,476,306,576,432,302,288,494,392,245,216
"gene_id ""PDENDC454_13070""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13070""; ",421,531,411,235,431,378,238,249,279,143,263,296
"gene_id ""PDENDC454_13075""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13075""; ",272,313,222,189,357,230,206,190,209,131,193,190
"gene_id ""PDENDC454_13080""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13080""; ",1987,2616,1902,1564,2192,1688,854,1249,895,815,1092,1274
"gene_id ""PDENDC454_13085""; transcript_id """"; gbkey ""Gene""; gene ""gatA""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13085""; ",2306,2601,1886,1513,2484,1771,941,1049,1018,903,993,1429
"gene_id ""PDENDC454_13090""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13090""; ",39,34,17,18,47,51,29,30,50,21,9,29
"gene_id ""PDENDC454_13095""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13095""; ",123,91,95,57,143,57,68,40,104,77,37,65
"gene_id ""PDENDC454_13100""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13100""; ",862,690,469,526,866,465,217,417,539,376,252,244
"gene_id ""PDENDC454_13105""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13105""; ",1586,1732,1111,1014,1656,1176,1206,1111,1130,1070,1018,1385
"gene_id ""PDENDC454_13110""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13110""; ",1522,1912,1416,1116,2123,1393,1011,1017,1246,930,1270,1149
"gene_id ""PDENDC454_13115""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13115""; ",713,682,588,372,702,494,425,472,586,429,441,474
"gene_id ""PDENDC454_13120""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13120""; ",423,367,505,260,523,306,168,164,365,226,196,163
"gene_id ""PDENDC454_13125""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13125""; ",29,36,36,30,38,35,34,18,20,16,28,39
"gene_id ""PDENDC454_13130""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13130""; ",38,22,45,34,30,12,62,26,63,11,54,20
"gene_id ""PDENDC454_13135""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13135""; ",117,111,116,89,139,132,120,104,128,79,92,89
"gene_id ""PDENDC454_13140""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13140""; ",262,350,195,241,334,176,141,111,182,111,91,109
"gene_id ""PDENDC454_13145""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13145""; ",86,79,35,46,127,56,49,19,55,35,23,45
"gene_id ""PDENDC454_13150""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13150""; ",44,31,30,28,61,25,31,18,17,19,5,41
"gene_id ""PDENDC454_13155""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13155""; ",298,347,249,206,354,243,334,325,409,289,213,374
"gene_id ""PDENDC454_13160""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13160""; ",354,394,357,366,1057,364,214,217,399,249,212,164
"gene_id ""PDENDC454_13165""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13165""; ",143,107,158,107,273,143,69,74,143,98,42,64
"gene_id ""PDENDC454_13170""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13170""; ",1467,1123,1166,749,1681,1079,812,711,1164,947,620,595
"gene_id ""PDENDC454_13175""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13175""; ",1645,991,926,643,998,711,1018,841,2200,1335,490,511
"gene_id ""PDENDC454_13180""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13180""; ",497,428,296,293,533,316,452,298,418,334,189,265
"gene_id ""PDENDC454_13185""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13185""; ",229,238,289,153,447,217,107,166,177,144,99,97
"gene_id ""PDENDC454_13190""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13190""; ",1092,1220,939,852,1468,826,450,590,643,583,434,639
"gene_id ""PDENDC454_13195""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13195""; ",1045,1068,949,746,1164,902,461,482,678,560,512,696
"gene_id ""PDENDC454_13200""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13200""; ",1658,1965,2121,1432,2343,1885,833,967,1125,786,873,889
"gene_id ""PDENDC454_13205""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13205""; ",2654,2282,1721,1702,2851,1941,1722,1327,3429,2383,1200,892
"gene_id ""PDENDC454_13210""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13210""; ",4447,3965,2964,2750,5294,2903,2335,2366,4928,3600,1624,1584
"gene_id ""PDENDC454_13215""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13215""; ",772,496,474,293,607,352,785,792,1822,1206,383,432
"gene_id ""PDENDC454_13220""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13220""; ",204,139,92,78,172,79,190,162,501,311,112,138
"gene_id ""PDENDC454_13225""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13225""; ",162,119,123,85,120,103,189,191,439,328,88,81
"gene_id ""PDENDC454_13230""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13230""; ",280,243,256,129,323,160,192,166,222,144,145,248
"gene_id ""PDENDC454_13235""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13235""; ",251,255,233,207,364,231,249,195,304,154,161,230
"gene_id ""PDENDC454_13240""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13240""; ",685,824,857,510,1119,736,716,743,873,582,636,815
"gene_id ""PDENDC454_13245""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13245""; ",338,383,328,214,381,213,257,246,311,275,200,318
"gene_id ""PDENDC454_13250""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13250""; ",506,311,235,173,453,229,686,429,1281,705,236,251
"gene_id ""PDENDC454_13255""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13255""; ",3,9,6,5,8,7,2,11,46,25,2,10
"gene_id ""PDENDC454_13260""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13260""; ",397,502,486,331,647,506,437,396,611,314,276,407
"gene_id ""PDENDC454_13265""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13265""; ",164,149,138,110,198,99,110,151,141,84,89,128
"gene_id ""PDENDC454_13270""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13270""; ",301,281,241,127,298,238,413,383,1005,430,234,181
"gene_id ""PDENDC454_13275""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13275""; ",680,491,565,376,719,530,649,601,759,409,606,559
"gene_id ""PDENDC454_13280""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13280""; ",842,651,577,323,702,411,502,734,689,516,513,572
"gene_id ""PDENDC454_13285""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13285""; ",638,553,585,358,609,458,706,739,826,751,742,663
"gene_id ""PDENDC454_13290""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13290""; ",920,705,919,493,1034,620,964,1023,1311,936,959,816
"gene_id ""PDENDC454_13295""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13295""; ",26,18,46,26,18,15,21,37,53,47,16,54
"gene_id ""PDENDC454_13300""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13300""; ",177,221,275,106,160,147,89,76,46,93,55,89
"gene_id ""PDENDC454_13305""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13305""; ",177,291,322,54,127,112,87,87,109,50,42,91
"gene_id ""PDENDC454_13310""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13310""; ",286,315,431,151,216,189,78,95,108,134,70,179
"gene_id ""PDENDC454_13315""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13315""; ",405,402,530,159,332,252,102,97,148,101,76,102
"gene_id ""PDENDC454_13320""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13320""; ",431,474,567,148,309,343,190,104,176,129,66,145
"gene_id ""PDENDC454_13325""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13325""; ",526,565,814,283,465,283,116,143,135,167,137,243
"gene_id ""PDENDC454_13330""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13330""; ",187,191,293,111,168,109,42,75,70,43,48,106
"gene_id ""PDENDC454_13335""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13335""; ",161,135,226,65,74,39,95,93,102,84,32,71
"gene_id ""PDENDC454_13340""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13340""; ",79,29,80,3,43,22,75,48,34,90,6,31
"gene_id ""PDENDC454_12480""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12480""; ",59,60,52,22,64,39,52,36,57,32,19,38
"gene_id ""PDENDC454_12485""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12485""; ",41,45,39,18,49,29,26,18,17,18,9,18
"gene_id ""PDENDC454_12490""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12490""; ",1386,1463,1126,805,1231,1136,843,760,707,737,573,1257
"gene_id ""PDENDC454_12495""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12495""; ",299,306,354,245,399,306,131,126,154,117,117,181
"gene_id ""PDENDC454_12500""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12500""; ",465,411,410,251,486,375,360,308,514,353,286,319
"gene_id ""PDENDC454_12505""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12505""; ",279,314,279,243,532,231,236,226,243,210,122,228
"gene_id ""PDENDC454_12510""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12510""; ",1973,1821,1567,966,1143,1320,560,712,336,448,517,668
"gene_id ""PDENDC454_12515""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12515""; ",3562,3894,3663,2894,3900,3887,595,939,497,520,807,780
"gene_id ""PDENDC454_12520""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12520""; ",116,119,90,70,108,79,45,21,30,18,17,41
"gene_id ""PDENDC454_12525""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12525""; ",23,11,15,7,9,5,5,4,9,5,4,31
"gene_id ""PDENDC454_12530""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12530""; ",59,48,35,35,35,15,12,32,22,31,14,36
"gene_id ""PDENDC454_12535""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12535""; ",181,99,137,60,88,87,60,77,55,42,40,84
"gene_id ""PDENDC454_12540""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12540""; ",110,90,99,65,62,58,116,74,35,35,29,96
"gene_id ""PDENDC454_12545""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12545""; ",123,119,140,50,102,89,56,88,37,69,30,131
"gene_id ""PDENDC454_12550""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12550""; ",66,62,58,49,69,50,23,29,5,38,26,41
"gene_id ""PDENDC454_12555""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12555""; ",635,553,632,326,449,453,180,268,149,221,141,288
"gene_id ""PDENDC454_12560""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12560""; ",138,126,137,70,120,132,43,63,61,34,25,95
"gene_id ""PDENDC454_12565""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12565""; ",42,50,51,43,79,62,22,36,26,30,14,44
"gene_id ""PDENDC454_12570""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12570""; ",123,120,99,55,146,82,51,58,48,37,16,62
"gene_id ""PDENDC454_12575""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12575""; ",44,37,38,35,42,56,36,27,9,33,12,60
"gene_id ""PDENDC454_12580""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12580""; ",14,26,27,8,11,0,12,11,0,11,7,14
"gene_id ""PDENDC454_12585""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12585""; ",15,10,8,10,24,15,10,24,12,14,1,18
"gene_id ""PDENDC454_12590""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12590""; ",242,234,224,139,280,217,119,156,190,171,124,226
"gene_id ""PDENDC454_12595""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12595""; ",44,70,30,17,71,4,33,22,50,22,15,39
"gene_id ""PDENDC454_12600""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12600""; ",35,14,27,22,32,14,28,21,14,19,13,10
"gene_id ""PDENDC454_12605""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12605""; ",10,8,9,4,12,2,15,16,0,5,10,9
"gene_id ""PDENDC454_12610""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12610""; ",396,448,368,268,565,294,262,255,417,258,158,231
"gene_id ""PDENDC454_12615""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12615""; ",15,21,16,20,56,24,6,31,9,14,6,14
"gene_id ""PDENDC454_12620""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12620""; ",50,51,35,53,131,38,40,33,28,55,10,50
"gene_id ""PDENDC454_12625""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12625""; ",20,26,24,29,81,17,336,200,467,107,50,151
